Condition,Drug Generic Name,EaseOfUse,Effective,Form,Indication,Price,Reviews,Satisfaction,Type,Drug Brand Name,Description
Acute Bacterial Sinusitis,Azithromycin,4.091666666666666,3.341666666666667,Tablet,On Label,32.1,490.0,2.7583333333333333,RX,"AZITHROMYCIN (azithromycin dihydrate) injection, powder, lyophilized, for solution","Azithromycin for Injection, USP, contains the active ingredient azithromycin, an azalide, a subclass of macrolide antibacterial drug, for intravenous injection.  Azithromycin has the chemical name           (2R,3S,4R,5R,8R,10R,11R,12S,13S,14R)-13-[(2,6-dideoxy-3-          C-methyl-3-          O-methyl-α-          L-          ribo-hexopyranosyl)oxy]-2-ethyl-3,4,10-trihydroxy-3,5,6,8,10,12,14-hepta-methyl-11-[[3,4,6-trideoxy-3-(dimethylamino)-β-          D-          xylo-hexopyranosyl]oxy]-1-oxa-6-azacyclopentadecan-15-one.  Azithromycin is derived from erythromycin; however, it differs chemically from erythromycin in that a methyl-substituted nitrogen atom is incorporated into the lactone ring.  Its molecular formula is C          38H          72N          2O          12, and its molecular weight is 749.00.  Azithromycin has the following structural formula:        Azithromycin, as the dihydrate, is a white crystalline powder with a molecular formula of C          38H          72N          2O          12 · 2H          2O and a molecular weight of 785.0.        Azithromycin for Injection, USP consists of azithromycin dihydrate and the following inactive ingredients: citric acid and sodium hydroxide.  Azithromycin for Injection, USP, is supplied in lyophilized form in a 10-mL single-dose vial equivalent to 500 mg of azithromycin for intravenous administration.  Reconstitution, according to label directions, results in approximately 5 mL of azithromycin for intravenous injection with each mL containing azithromycin dihydrate equivalent to 100 mg of azithromycin."
Acute Bacterial Sinusitis,Azithromycin,4.091666666666666,3.341666666666667,Tablet,On Label,32.1,490.0,2.7583333333333333,RX,"AZITHROMYCIN (azithromycin dihydrate) injection, powder, lyophilized, for solution","Azithromycin for Injection, USP, contains the active ingredient azithromycin, an azalide, a subclass of macrolide antibacterial drug, for intravenous injection.  Azithromycin has the chemical name           (2R,3S,4R,5R,8R,10R,11R,12S,13S,14R)-13-[(2,6-dideoxy-3-          C-methyl-3-          O-methyl-α-          L-          ribo-hexopyranosyl)oxy]-2-ethyl-3,4,10-trihydroxy-3,5,6,8,10,12,14-hepta-methyl-11-[[3,4,6-trideoxy-3-(dimethylamino)-β-          D-          xylo-hexopyranosyl]oxy]-1-oxa-6-azacyclopentadecan-15-one.  Azithromycin is derived from erythromycin; however, it differs chemically from erythromycin in that a methyl-substituted nitrogen atom is incorporated into the lactone ring.  Its molecular formula is C          38H          72N          2O          12, and its molecular weight is 749.00.  Azithromycin has the following structural formula:        Azithromycin, as the dihydrate, is a white crystalline powder with a molecular formula of C          38H          72N          2O          12 · 2H          2O and a molecular weight of 785.0.        Azithromycin for Injection, USP consists of azithromycin dihydrate and the following inactive ingredients: citric acid and sodium hydroxide.  Azithromycin for Injection, USP, is supplied in lyophilized form in a 10-mL single-dose vial equivalent to 500 mg of azithromycin for intravenous administration.  Reconstitution, according to label directions, results in approximately 5 mL of azithromycin for intravenous injection with each mL containing azithromycin dihydrate equivalent to 100 mg of azithromycin."
Acute Bacterial Sinusitis,Azithromycin,4.091666666666666,3.341666666666667,Tablet,On Label,32.1,490.0,2.7583333333333333,RX,"AZITHROMYCIN (azithromycin dihydrate) injection, powder, lyophilized, for solution","Azithromycin for Injection, USP, contains the active ingredient azithromycin, an azalide, a subclass of macrolide antibacterial drug, for intravenous injection.  Azithromycin has the chemical name           (2R,3S,4R,5R,8R,10R,11R,12S,13S,14R)-13-[(2,6-dideoxy-3-          C-methyl-3-          O-methyl-α-          L-          ribo-hexopyranosyl)oxy]-2-ethyl-3,4,10-trihydroxy-3,5,6,8,10,12,14-hepta-methyl-11-[[3,4,6-trideoxy-3-(dimethylamino)-β-          D-          xylo-hexopyranosyl]oxy]-1-oxa-6-azacyclopentadecan-15-one.  Azithromycin is derived from erythromycin; however, it differs chemically from erythromycin in that a methyl-substituted nitrogen atom is incorporated into the lactone ring.  Its molecular formula is C          38H          72N          2O          12, and its molecular weight is 749.00.  Azithromycin has the following structural formula:        Azithromycin, as the dihydrate, is a white crystalline powder with a molecular formula of C          38H          72N          2O          12 · 2H          2O and a molecular weight of 785.0.        Azithromycin for Injection, USP consists of azithromycin dihydrate and the following inactive ingredients: citric acid and sodium hydroxide.  Azithromycin for Injection, USP, is supplied in lyophilized form in a 10-mL single-dose vial equivalent to 500 mg of azithromycin for intravenous administration.  Reconstitution, according to label directions, results in approximately 5 mL of azithromycin for intravenous injection with each mL containing azithromycin dihydrate equivalent to 100 mg of azithromycin."
Acute Bacterial Sinusitis,Clarithromycin,3.582,3.458,Tablet,On Label,99.49,141.6,2.78,RX,,
Acute Bacterial Sinusitis,Erythromycin,2.895,3.255,Tablet,On Label,125.24,41.0,2.51,RX,Erythromycin,N/A
Acute Bacterial Sinusitis,Erythromycin,2.895,3.255,Tablet,On Label,125.24,41.0,2.51,RX,Erythromycin,N/A
Acute Bacterial Sinusitis,Erythromycin Ethylsuccinate,2.9444444444444446,3.2777777777777777,Liquid (Drink),On Label,332.63000000000005,3.6666666666666665,3.2222222222222223,RX,,
Acute Bacterial Sinusitis,Erythromycin Stearate,3.6,4.0,Tablet,On Label,161.19,5.666666666666667,3.733333333333333,RX,,
Acute Bacterial Sinusitis,Levofloxacin,3.274,2.6420000000000003,Tablet,On Label,172.99,546.6,2.008,RX,LEVOFLOXACIN injection,"Levofloxacin Injection is a synthetic broad-spectrum antibacterial agent for intravenous administration. Chemically, levofloxacin, a chiral fluorinated carboxyquinolone, is the pure (-)-(S)-enantiomer of the racemic drug substance ofloxacin. The chemical name is (-)-(S)-9-fluoro-2,3-dihydro-3-methyl-10-(4-methyl-1-piperazinyl)-7-oxo-7H-pyrido[1,2,3-de]-1,4-benzoxazine-6-carboxylic acid hemihydrate.Figure 1: The Chemical Structure of LevofloxacinThe empirical formula is C18H20FN3O4 • ½ H2O and the molecular weight is 370.38. Levofloxacin is a light yellowish-white to yellow-white crystal or crystalline powder. The molecule exists as a zwitterion at the pH conditions in the small intestine.The data demonstrate that from pH 0.6 to 5.8, the solubility of levofloxacin is essentially constant (approximately 100 mg/mL). Levofloxacin is considered soluble to freely soluble in this pH range, as defined by USP nomenclature. Above pH 5.8, the solubility increases rapidly to its maximum at pH 6.7 (272 mg/mL) and is considered freely soluble in this range. Above pH 6.7, the solubility decreases and reaches a minimum value (about 50 mg/mL) at a pH of approximately 6.9.Levofloxacin has the potential to form stable coordination compounds with many metal ions. This in vitro chelation potential has the following formation order: Al+3>Cu+2>Zn+2>Mg+2>Ca+2.Excipients and Description of Dosage FormsThe appearance of Levofloxacin Injection may range from a clear yellow to a clear greenish-yellow solution. This does not adversely affect product potency.Levofloxacin Injection in Single-dose Vials is a sterile, preservative-free aqueous solution of levofloxacin in Water for Injection, with pH ranging from 3.8 to 5.8."
Acute Bacterial Sinusitis,Moxifloxacin,3.276666666666667,2.87,Liquid (Drink),On Label,74.99,259.3333333333333,2.526666666666667,RX,,
Acute Bacterial Sinusitis,Moxifloxacin-Sod.Chloride(Iso),2.33,2.33,Liquid (Drink),On Label,74.99,5.0,2.0,RX,,
Atopic Dermatitis,Alclometasone,5.0,2.75,Cream,On Label,41.99,4.0,2.75,RX,,
Atopic Dermatitis,Amcinonide,5.0,5.0,Cream,On Label,224.77,2.5,5.0,RX,,
Atopic Dermatitis,"Betamethasone Acet,Sod Phos",4.335,4.0,Liquid (Inject),On Label,53.99,15.0,4.0,RX,,
Atopic Dermatitis,Betamethasone Dipropionate,4.7,4.273333333333333,Cream,On Label,71.72333333333334,40.0,4.333333333333333,RX,Betamethasone Dipropionate,N/A
Atopic Dermatitis,Betamethasone Dipropionate,4.7,4.273333333333333,Cream,On Label,71.72333333333334,40.0,4.333333333333333,RX,Betamethasone Dipropionate,N/A
Atopic Dermatitis,Betamethasone Valerate,4.74,4.220000000000001,Cream,On Label,45.91,10.0,4.220000000000001,RX,"BETAMETHASONE VALERATE aerosol, foam","Betamethasone Valerate Foam, 0.12% contains betamethasone valerate, USP, a synthetic corticosteroid, for topical dermatologic use. The corticosteroids constitute a class of primarily synthetic steroids used topically as anti-inflammatory agents.Betamethasone valerate is 9-fluoro11ß,17, 21-trihydroxy-16ß-methylpregna-1, 4-diene-3, 20-dione 17-valerate, with the empirical formula C27H37FO6, a molecular weight of 476.58. The following is the chemical structure:Betamethasone valerate Betamethasone valerate Betamethasone valerate is a white to practically white, odorless crystalline powder, and is practically insoluble in water, freely soluble in acetone and in chloroform, soluble in alcohol, and slightly soluble in benzene and in ether.Betamethasone Valerate Foam, 0.12% contains 1.2 mg betamethasone valerate USP, per gram in a thermolabile hydroethanolic foam vehicle consisting of cetyl alcohol, citric acid, ethanol (60%), polysorbate 60, potassium citrate, propylene glycol, purified water, and stearyl alcohol pressurized with a hydrocarbon (propane/butane) propellant."
Atopic Dermatitis,Betamethasone Valerate,4.74,4.220000000000001,Cream,On Label,45.91,10.0,4.220000000000001,RX,"BETAMETHASONE VALERATE aerosol, foam","Betamethasone Valerate Foam, 0.12% contains betamethasone valerate, USP, a synthetic corticosteroid, for topical dermatologic use. The corticosteroids constitute a class of primarily synthetic steroids used topically as anti-inflammatory agents.Betamethasone valerate is 9-fluoro11ß,17, 21-trihydroxy-16ß-methylpregna-1, 4-diene-3, 20-dione 17-valerate, with the empirical formula C27H37FO6, a molecular weight of 476.58. The following is the chemical structure:Betamethasone valerate Betamethasone valerate Betamethasone valerate is a white to practically white, odorless crystalline powder, and is practically insoluble in water, freely soluble in acetone and in chloroform, soluble in alcohol, and slightly soluble in benzene and in ether.Betamethasone Valerate Foam, 0.12% contains 1.2 mg betamethasone valerate USP, per gram in a thermolabile hydroethanolic foam vehicle consisting of cetyl alcohol, citric acid, ethanol (60%), polysorbate 60, potassium citrate, propylene glycol, purified water, and stearyl alcohol pressurized with a hydrocarbon (propane/butane) propellant."
Atopic Dermatitis,"Betamethasone, Augmented",3.556666666666666,3.89,Cream,On Label,52.59,3.333333333333333,3.223333333333333,RX,,
Atopic Dermatitis,"Betamethasone, Augmented, Betamethasone Dipropionate",4.25,3.75,Cream,On Label,109.99,9.0,3.5,RX,,
Atopic Dermatitis,Cetirizine,4.668333333333333,4.098333333333334,Liquid (Drink),Off Label,15.49,65.33333333333333,3.8716666666666666,OTC,,
Atopic Dermatitis,Cetirizine,4.14,3.27,Liquid (Drink),Off Label,15.49,89.0,3.05,RX/OTC,,
Atopic Dermatitis,Clobetasol,4.352499999999999,3.9425,Liquid (Drink),On Label,174.99,90.375,3.69,RX,,
Atopic Dermatitis,Clobetasol-Emollient,3.9175,3.555,Cream,On Label,266.49,11.25,3.3625,RX,,
Atopic Dermatitis,Cortisone,4.2,4.6,Tablet,On Label,96.59,20.0,3.2,RX,,
Atopic Dermatitis,Desonide,4.495,3.895,Cream,On Label,397.03,30.33333333333333,3.895,RX,desonate (desonide) gel,"Desonate Gel contains desonide (pregna-1,4-diene-3, 20-dione,11, 21-dihydroxy-16, 17-[(1-methylethylidene) bis(oxy)]-, (11ß,16α)- a synthetic nonfluorinated corticosteroid for topical dermatologic use. Chemically, desonide is C24H32O6. It has the following structural formula:Desonide has the molecular weight of 416.52. It is a white to off-white odorless powder which is soluble in methanol and practically insoluble in water.Each gram of Desonate Gel contains 0.5 mg of desonide in an aqueous gel base of purified water, glycerin, propylene glycol, edetate disodium dihydrate, methylparaben, propylparaben, sodium hydroxide, and Carbopol® 981."
Atopic Dermatitis,Desonide-Emollient Combo No 28,4.0,4.0,Cream,On Label,89.99,1.0,4.0,RX,,
Atopic Dermatitis,"Desonide-Emollient Combo No 28, Desonide",3.0,1.5,Cream,On Label,89.99,4.0,1.0,RX,,
Atopic Dermatitis,Desoximetasone,4.336,3.444,Cream,On Label,47.99,23.0,3.3120000000000003,RX,,
